Land;Bundesland;Stadt;Adresse;Wärmebedarf;Gebäudetyp;Subtyp;WW_Anteil;Typ_Heizflächen;VLT_max;Steigung_Heizkurve;RLT_max;Normaußentemperatur;UTM_X;UTM_Y
;;;;;;;;;;;;;497917.5515952629;5666873.591880107
;;;;;;;;;;;;;499053.4713292967;5667166.5415012855
;;;;;;;;;;;;;497881.20496001205;5666929.7440523645
;;;;;;;;;;;;;498685.25380743836;5665923.436630616
;;;;;;;;;;;;;499221.42127646663;5666410.471008071
;;;;;;;;;;;;;498301.3669575652;5667345.11320176
;;;;;;;;;;;;;498468.8019188838;5666098.703612647
;;;;;;;;;;;;;498384.32658963674;5665884.643814824
;;;;;;;;;;;;;498736.3053396449;5666177.493273864
;;;;;;;;;;;;;498375.6326078518;5666105.209269951
;;;;;;;;;;;;;498356.77770730027;5666994.859770633
;;;;;;;;;;;;;498166.4509294441;5666560.801331182
;;;;;;;;;;;;;499144.1689336017;5666653.32246505
;;;;;;;;;;;;;498884.89502851095;5666848.203304829
;;;;;;;;;;;;;498152.8194527346;5666527.929694145
;;;;;;;;;;;;;499063.8707692262;5665895.315282644
;;;;;;;;;;;;;498730.766287924;5667271.947284247
;;;;;;;;;;;;;497932.3733349793;5666826.954493932
;;;;;;;;;;;;;498380.3305227715;5666272.26075874
;;;;;;;;;;;;;498210.798509408;5666431.546231457
;;;;;;;;;;;;;498967.894249538;5666978.112179637
;;;;;;;;;;;;;498517.45026443835;5666419.161962119
;;;;;;;;;;;;;497828.4532865799;5666181.242719727
;;;;;;;;;;;;;498342.7040771923;5666004.102905364
;;;;;;;;;;;;;498683.1336596016;5666079.9640140375
;;;;;;;;;;;;;499192.43621039874;5666477.884256967
;;;;;;;;;;;;;498927.2615878064;5666429.253891576
;;;;;;;;;;;;;498874.90261346544;5666552.809481522
;;;;;;;;;;;;;498303.4926385891;5666488.773529738
;;;;;;;;;;;;;499137.8586952872;5666657.512560546
;;;;;;;;;;;;;498302.7284708865;5666457.400078796
;;;;;;;;;;;;;499170.36163393845;5666321.052371728
;;;;;;;;;;;;;498034.60429700534;5666845.828768455
;;;;;;;;;;;;;498727.8624412237;5665926.882475606
;;;;;;;;;;;;;498094.2726870445;5667059.05956791
;;;;;;;;;;;;;499108.67697336373;5666496.607661873
;;;;;;;;;;;;;498005.9715961611;5666871.733330332
;;;;;;;;;;;;;498913.1601715819;5666637.016344221
;;;;;;;;;;;;;498156.9229646457;5666147.133096325
;;;;;;;;;;;;;498156.6166142417;5666980.956476653
;;;;;;;;;;;;;498905.07449694135;5667304.381156537
;;;;;;;;;;;;;498399.4034276121;5666806.082405047
;;;;;;;;;;;;;498732.2612660933;5666239.843680106
;;;;;;;;;;;;;497930.39577133453;5666895.847417257
;;;;;;;;;;;;;498306.38542449067;5666661.221674959
;;;;;;;;;;;;;498989.2950918287;5667112.782538084
;;;;;;;;;;;;;498068.6304482947;5667366.542478281
;;;;;;;;;;;;;498342.38013940834;5667142.050005186
;;;;;;;;;;;;;498297.17768116697;5666272.240110838
;;;;;;;;;;;;;498447.8722712052;5666548.016916415
;;;;;;;;;;;;;498622.57592744246;5666111.2102271775
;;;;;;;;;;;;;499137.0725564415;5666505.619185055
;;;;;;;;;;;;;498463.2984444025;5666115.716833235
;;;;;;;;;;;;;498817.29334197583;5666092.832042834
;;;;;;;;;;;;;498077.7623407741;5666129.4222095525
;;;;;;;;;;;;;497821.43582811364;5666318.294779057
;;;;;;;;;;;;;498080.288447161;5667131.774472617
;;;;;;;;;;;;;498267.6301316754;5667291.740194705
;;;;;;;;;;;;;497899.73877697584;5666795.230511916
;;;;;;;;;;;;;498894.55782320607;5666061.864299789
;;;;;;;;;;;;;499029.2715473494;5667203.718860361
;;;;;;;;;;;;;497917.80879949935;5666665.0257318495
;;;;;;;;;;;;;498035.04764697497;5667037.778702444
;;;;;;;;;;;;;498271.4313557125;5667311.788806304
;;;;;;;;;;;;;498538.2330819166;5665952.733812712
;;;;;;;;;;;;;498897.4318515795;5666097.202447978
;;;;;;;;;;;;;497876.04637945804;5666987.106533787
;;;;;;;;;;;;;498702.4114093008;5666705.485760731
;;;;;;;;;;;;;499187.1776524851;5667249.010222697
;;;;;;;;;;;;;498642.6247237903;5666983.153898787
;;;;;;;;;;;;;498347.3984807275;5665885.915664015
;;;;;;;;;;;;;498249.604126447;5666914.38225283
;;;;;;;;;;;;;498593.7404905586;5666074.257751314
;;;;;;;;;;;;;498379.14089352207;5667188.449887604
;;;;;;;;;;;;;498753.6785083142;5666956.48403871
;;;;;;;;;;;;;498641.11905272136;5666549.910785897
;;;;;;;;;;;;;499052.8264814448;5666718.061166913
;;;;;;;;;;;;;497892.0671954474;5666705.57036694
;;;;;;;;;;;;;498834.4989372414;5666250.418981374
;;;;;;;;;;;;;497894.1159306998;5666948.067521333
;;;;;;;;;;;;;498769.6192776832;5666882.456939201
;;;;;;;;;;;;;497843.9492440764;5667320.705852489
;;;;;;;;;;;;;498108.44907390256;5666525.951176559
;;;;;;;;;;;;;498278.26850434643;5666581.312461871
;;;;;;;;;;;;;499274.28881075745;5665899.340391093
;;;;;;;;;;;;;498482.7833704062;5666273.394528805
;;;;;;;;;;;;;498650.64247860166;5666007.477626432
;;;;;;;;;;;;;498526.2966462735;5666189.408518744
;;;;;;;;;;;;;498896.3792211096;5666644.910703737
;;;;;;;;;;;;;498821.00646890874;5666024.405030325
;;;;;;;;;;;;;498914.78306041216;5666110.805683352
